203,171,230,183,167,281
201,170,231,184,168,281
199,169,233,185,168,281
197,168,234,186,169,280
195,167,236,188,170,278
194,166,237,189,170,276
192,164,239,191,171,273
190,163,240,192,172,270
189,162,242,194,173,267
188,161,244,196,173,263
187,160,246,197,174,259
186,159,248,199,175,254
185,158,250,201,175,250
185,157,253,202,176,246
184,156,255,203,176,242
184,156,258,204,176,239
184,155,261,205,177,236
184,155,264,206,177,233
184,155,267,207,177,231
185,155,270,207,176,229
185,155,273,207,176,228
185,155,276,206,176,227
186,155,279,206,175,227
186,156,281,205,174,228
187,156,282,203,174,228
187,157,283,202,173,229
188,158,283,201,172,231
188,159,283,199,171,232
189,160,282,197,170,234
190,161,280,195,169,237
191,162,278,194,169,239
192,164,275,192,168,241
194,165,272,190,167,243
195,166,268,189,166,246
197,167,264,187,165,248
198,168,259,186,165,251
200,169,254,184,164,253
201,170,250,183,163,256
203,171,245,182,163,258
204,172,241,182,162,261
205,172,238,181,162,264
206,172,234,181,162,266
207,173,232,180,162,269
208,173,229,180,161,271
208,173,228,180,161,274
208,173,226,180,162,276
208,173,225,180,162,278
207,173,225,181,162,280
206,172,225,181,162,281
203,171,230,183,167,281
201,170,231,184,168,281
199,169,233,185,168,281
197,168,234,186,169,280
195,167,236,188,170,278
194,166,237,189,170,276
192,164,239,191,171,273
190,163,240,192,172,270
189,162,242,194,173,267
188,161,244,196,173,263
187,160,246,197,174,259
186,159,248,199,175,254
185,158,250,201,175,250
185,157,253,202,176,246
184,156,255,203,176,242
184,156,258,204,176,239
184,155,261,205,177,236
184,155,264,206,177,233
184,155,267,207,177,231
185,155,270,207,176,229
185,155,273,207,176,228
185,155,276,206,176,227
186,155,279,206,175,227
186,156,281,205,174,228
187,156,282,203,174,228
187,157,283,202,173,229
188,158,283,201,172,231
188,159,283,199,171,232
189,160,282,197,170,234
190,161,280,195,169,237
191,162,278,194,169,239
192,164,275,192,168,241
194,165,272,190,167,243
195,166,268,189,166,246
197,167,264,187,165,248
198,168,259,186,165,251
200,169,254,184,164,253
201,170,250,183,163,256
203,171,245,182,163,258
204,172,241,182,162,261
205,172,238,181,162,264
206,172,234,181,162,266
207,173,232,180,162,269
208,173,229,180,161,271
208,173,228,180,161,274
208,173,226,180,162,276
208,173,225,180,162,278
207,173,225,181,162,280
206,172,225,181,162,281
203,171,230,183,167,281
201,170,231,184,168,281
199,169,233,185,168,281
197,168,234,186,169,280
195,167,236,188,170,278
194,166,237,189,170,276
192,164,239,191,171,273
190,163,240,192,172,270
189,162,242,194,173,267
188,161,244,196,173,263
187,160,246,197,174,259
186,159,248,199,175,254
185,158,250,201,175,250
185,157,253,202,176,246
184,156,255,203,176,242
184,156,258,204,176,239
184,155,261,205,177,236
184,155,264,206,177,233
184,155,267,207,177,231
185,155,270,207,176,229
185,155,273,207,176,228
185,155,276,206,176,227
186,155,279,206,175,227
186,156,281,205,174,228
187,156,282,203,174,228
187,157,283,202,173,229
188,158,283,201,172,231
188,159,283,199,171,232
189,160,282,197,170,234
190,161,280,195,169,237
191,162,278,194,169,239
192,164,275,192,168,241
194,165,272,190,167,243
195,166,268,189,166,246
197,167,264,187,165,248
198,168,259,186,165,251
200,169,254,184,164,253
201,170,250,183,163,256
203,171,245,182,163,258
204,172,241,182,162,261
205,172,238,181,162,264
206,172,234,181,162,266
207,173,232,180,162,269
208,173,229,180,161,271
208,173,228,180,161,274
208,173,226,180,162,276
208,173,225,180,162,278
207,173,225,181,162,280
206,172,225,181,162,281
203,171,230,183,167,281
201,170,231,184,168,281
199,169,233,185,168,281
197,168,234,186,169,280
195,167,236,188,170,278
194,166,237,189,170,276
192,164,239,191,171,273
190,163,240,192,172,270
189,162,242,194,173,267
188,161,244,196,173,263
187,160,246,197,174,259
186,159,248,199,175,254
185,158,250,201,175,250
185,157,253,202,176,246
184,156,255,203,176,242
184,156,258,204,176,239
184,155,261,205,177,236
184,155,264,206,177,233
184,155,267,207,177,231
